"","color","director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","genres","actor_1_name","movie_title","num_voted_users","cast_total_facebook_likes","actor_3_name","facenumber_in_poster","plot_keywords","movie_imdb_link","num_user_for_reviews","language","country","content_rating","budget","title_year","actor_2_facebook_likes","imdb_score","aspect_ratio","movie_facebook_likes"
"2979","Color","Scott Alexander",29,81,25,654,"Dave Chappelle",931,6982680,"Comedy|Crime","Sarah Silverman","Screwed ",6965,3848,"Sherman Hemsley",0,"chauffeur|disorganized crime|dog|ransom|slapstick","http://www.imdb.com/title/tt0156323/?ref_=fn_tt_tt_1",69,"English","USA","PG-13",1e+07,2000,744,5.7,1.85,262
"3169","Color","Stephen Frears",137,97,350,250,"Benedict Wong",460,8111360,"Crime|Drama|Thriller","Sophie Okonedo","Dirty Pretty Things ",34848,1334,"Sergi López",1,"hotel|immigrant|nigerian|surgery|underwear","http://www.imdb.com/title/tt0301199/?ref_=fn_tt_tt_1",203,"English","UK","R",1e+07,2002,372,7.4,1.85,0
"1923","Color","Victor Salva",167,104,108,177,"Jonathan Breck",296,35143332,"Horror","Nicki Aycox","Jeepers Creepers II ",45102,1340,"Billy Aaron Brown",0,"cheerleader|farmer|fear|high school basketball|nightmare","http://www.imdb.com/title/tt0301470/?ref_=fn_tt_tt_1",316,"English","USA","R",1.7e+07,2003,270,5.6,2.35,0
"4113","Color","Whit Stillman",152,99,89,322,"Megalyn Echikunwoke",962,1007535,"Comedy|Drama|Romance","Greta Gerwig","Damsels in Distress ",7625,2452,"Zach Woods",5,"college|college campus|dance craze|depression|fraternity","http://www.imdb.com/title/tt1667307/?ref_=fn_tt_tt_1",54,"English","USA","PG-13",NA,2011,476,5.7,1.85,0
"1173","Color","Julie Anne Robinson",127,91,30,497,"Debbie Reynolds",922,26404753,"Action|Comedy|Crime|Romance|Thriller","Fisher Stevens","One for the Money ",34203,3301,"Patrick Fischler",1,"bail bond|bounty hunter|jeans|shot in the butt|title directed by female","http://www.imdb.com/title/tt1598828/?ref_=fn_tt_tt_1",169,"English","USA","PG-13",4e+07,2012,786,5.3,2.35,19000
"576","Color","David Silverman",299,87,30,433,"Yeardley Smith",745,183132370,"Adventure|Animation|Comedy","Albert Brooks","The Simpsons Movie ",259083,3086,"Marcia Wallace",0,"alaska|dome|lake|pig|the simpsons","http://www.imdb.com/title/tt0462538/?ref_=fn_tt_tt_1",763,"English","USA","PG-13",7.5e+07,2007,440,7.4,2.35,0
"4310","Color","Noah Buschel",66,95,8,399,"Amy Ryan",529,17580,"Drama","Merritt Wever","The Missing Person ",1268,2749,"Paul Adelstein",3,"cellphone|detective|missing person|private detective|train","http://www.imdb.com/title/tt1105512/?ref_=fn_tt_tt_1",23,"English","USA","",1500000,2009,423,6.2,1.85,195
"2134","Color","Trey Parker",163,81,406,406,"Eric Idle",893,52008288,"Animation|Comedy|Fantasy|Musical","Minnie Driver","South Park: Bigger Longer & Uncut ",162037,3003,"Trey Parker",1,"boy|canada|hell|misunderstanding|refrence to liza minnelli","http://www.imdb.com/title/tt0158983/?ref_=fn_tt_tt_1",928,"English","USA","R",2.1e+07,1999,795,7.8,1.85,0
"3207","Color","Ariel Vromen",221,106,34,683,"James Franco",11000,1939441,"Biography|Crime|Drama","Chris Evans","The Iceman ",55567,23187,"Robert Davi",1,"based on true story|contract killer|crime family|murder of a girl|serial murderer","http://www.imdb.com/title/tt1491044/?ref_=fn_tt_tt_1",144,"English","USA","R",1e+07,2012,11000,6.9,1.85,20000
"428","Color","Raja Gosnell",138,86,67,271,"Linda Cardellini",4000,153288182,"Adventure|Comedy|Mystery","Sarah Michelle Gellar","Scooby-Doo ",71424,6355,"Miguel A. Núñez Jr.",3,"amusement park|island|motorcycle|scooby doo|tough girl","http://www.imdb.com/title/tt0267913/?ref_=fn_tt_tt_1",521,"English","USA","PG",8.4e+07,2002,2000,4.9,1.85,0
"170","Color","Breck Eisner",163,124,42,848,"Rainn Wilson",11000,68642452,"Action|Adventure|Comedy|Thriller","Matthew McConaughey","Sahara ",77673,13073,"Delroy Lindo",3,"beach|civil war|desert|dictator|ship","http://www.imdb.com/title/tt0318649/?ref_=fn_tt_tt_1",463,"English","UK","PG-13",1.3e+08,2005,973,6,2.35,0
"2099","Color","Ken Scott",168,105,31,110,"Bobby Moynihan",390,30659817,"Comedy|Drama","Jack Reynor","Delivery Man ",59805,1006,"Matthew Daddario",10,"children|identity|lawsuit|lawyer|sperm donor","http://www.imdb.com/title/tt2387559/?ref_=fn_tt_tt_1",95,"English","USA","PG-13",2.6e+07,2013,311,6.4,2.35,0
"3453","Color","Paul Haggis",287,115,549,911,"Loretta Devine",3000,54557348,"Crime|Drama|Thriller","Don Cheadle","Crash ",361169,5732,"Jennifer Esposito",0,"race relations|racism|racist|social problem|stereotype","http://www.imdb.com/title/tt0375679/?ref_=fn_tt_tt_1",1624,"English","Germany","R",6500000,2004,912,7.9,2.35,18000
"2511","Color","Robert Harmon",81,89,11,973,"Ethan Embry",1000,12693621,"Horror|Mystery|Thriller","Alexander Gould","They ",10885,4060,"Marc Blucas",0,"darkness|friend|kiss|nightmare|suicide","http://www.imdb.com/title/tt0283632/?ref_=fn_tt_tt_1",271,"English","USA","PG-13",1.7e+07,2002,982,4.8,2.35,814
"4730","Color","Marilyn Agrelo",84,105,2,0,"Eva Carrozza",0,8044906,"Documentary|Family|Music","Heather Berman","Mad Hot Ballroom ",3156,0,"Paul Daggett",2,"ballroom dancing|new york city|poise|self confidence|teacher","http://www.imdb.com/title/tt0438205/?ref_=fn_tt_tt_1",65,"English","USA","PG",NA,2005,0,7.5,1.85,588
"1507","Color","Ang Lee",95,148,0,0,"Jeffrey Dover",3,630779,"Drama|Romance|War|Western","Jeremy W. Auman","Ride with the Devil ",11101,5,"Tobey Maguire",0,"bushwhacker|friend|honor|kansas|raid","http://www.imdb.com/title/tt0134154/?ref_=fn_tt_tt_1",159,"English","USA","R",3.5e+07,1999,2,6.8,2.35,633
"1351","Color","David Mirkin",116,123,7,692,"Anne Bancroft",931,40334024,"Comedy|Crime|Romance","Sarah Silverman","Heartbreakers ",44168,2912,"Jeffrey Jones",3,"bank|infidelity|millionaire|money|scam","http://www.imdb.com/title/tt0125022/?ref_=fn_tt_tt_1",216,"English","USA","PG-13",3.5e+07,2001,754,6.2,2.35,989
"4220","Color","Carmen Marron",8,105,29,76,"Aimee Garcia",847,178739,"Drama|Musical","Jossara Jinaro","Go for It! ",1015,1668,"Rene Rosado",0,"exclamation point in title|imperative in title|punctuation in title|three word title","http://www.imdb.com/title/tt1307926/?ref_=fn_tt_tt_1",10,"English","USA","PG-13",2450000,2011,618,3.9,1.85,566
"1855","Color","Garry Marshall",200,113,0,307,"Common",22000,54540525,"Comedy|Romance","Robert De Niro","New Year's Eve ",66579,23456,"Seth Meyers",15,"expecting|kiss|new year|new year's eve|singer","http://www.imdb.com/title/tt1598822/?ref_=fn_tt_tt_1",134,"English","USA","PG-13",5.6e+07,2011,988,5.7,1.85,20000
"2912","Color","Ethan Maniquis",391,105,20,844,"Don Johnson",22000,26589953,"Action|Crime|Thriller","Robert De Niro","Machete ",165792,26233,"Cheech Marin",1,"machete|mexican|mexico|priest|texas","http://www.imdb.com/title/tt0985694/?ref_=fn_tt_tt_1",392,"English","USA","R",10500000,2010,982,6.7,1.85,44000
"1215","Color","Pete Travis",235,90,38,882,"Edgar Ramírez",2000,72266306,"Crime|Drama|Mystery|Thriller","Dennis Quaid","Vantage Point ",127528,6775,"William Hurt",4,"explosion|multiple perspectives|president|secret service|shooting","http://www.imdb.com/title/tt0443274/?ref_=fn_tt_tt_1",422,"English","USA","PG-13",4e+07,2008,897,6.6,2.35,0
"746","Color","M. Night Shyamalan",323,91,0,751,"Alan Ruck",11000,64505912,"Sci-Fi|Thriller","Zooey Deschanel","The Happening ",163130,13654,"Kristen Connolly",0,"bee|nature|park|school|teacher","http://www.imdb.com/title/tt0949731/?ref_=fn_tt_tt_1",1264,"English","USA","R",4.8e+07,2008,946,5,1.85,6000
"1697","Color","Rob Reiner",73,96,0,130,"Lobo Sebastian",372,14208384,"Comedy|Romance","David Paymer","Alex & Emma ",11520,977,"Robert Costanzo",2,"gambling|novel|stenographer|writer|writer's block","http://www.imdb.com/title/tt0318283/?ref_=fn_tt_tt_1",105,"English","USA","PG-13",3e+07,2003,206,5.6,1.85,625
"1588","Color","J.B. Rogers",142,108,6,1000,"Shannon Elizabeth",3000,145096820,"Comedy","Alyson Hannigan","American Pie 2 ",200260,7872,"Natasha Lyonne",0,"beach|beach house|college|party|student","http://www.imdb.com/title/tt0252866/?ref_=fn_tt_tt_1",431,"English","USA","R",3e+07,2001,1000,6.4,1.85,0
"1238","Color","John Glen",105,130,46,162,"Desmond Llewelyn",387,51185897,"Action|Adventure|Thriller","Joe Don Baker","The Living Daylights ",69457,1233,"Art Malik",1,"british agent|defection|escape|kgb|soviet general","http://www.imdb.com/title/tt0093428/?ref_=fn_tt_tt_1",271,"English","UK","PG",3e+07,1987,244,6.7,2.35,0
"1535","Color","Boaz Yakin",258,94,132,317,"Reggie Lee",26000,17120019,"Action|Crime|Thriller","Jason Statham","Safe ",83097,27759,"Robert John Burke",2,"bodyguard|gang war|russian|russian mafia|triad","http://www.imdb.com/title/tt1656190/?ref_=fn_tt_tt_1",134,"English","USA","R",3e+07,2012,828,6.5,2.35,12000
"1456","Color","Michael Rymer",137,101,48,531,"Lena Olin",775,30307804,"Drama|Fantasy|Horror","Aaliyah","Queen of the Damned ",43991,3001,"Bruce Spence",2,"fatal attraction|interspecies romance|queen|supernatural power|vampire","http://www.imdb.com/title/tt0238546/?ref_=fn_tt_tt_1",695,"English","USA","R",3.5e+07,2002,541,5.2,2.35,0
"364","Color","Ben Stiller",308,121,0,918,"Steve Coogan",21000,110416702,"Action|Comedy","Robert Downey Jr.","Tropic Thunder ",307539,23484,"Brandon T. Jackson",3,"film director|parody|spoof|vietnam|written and directed by cast member","http://www.imdb.com/title/tt0942385/?ref_=fn_tt_tt_1",577,"English","USA","R",9.2e+07,2008,1000,7,2.35,0
"1398","Color","Todd Phillips",334,108,480,706,"Rob Riggle",14000,277313371,"Comedy","Bradley Cooper","The Hangover ",583341,17623,"Mike Epps",3,"drunkenness|female nudity|hangover|hedonism|morning after","http://www.imdb.com/title/tt1119646/?ref_=fn_tt_tt_1",626,"English","USA","R",3.5e+07,2009,839,7.8,2.35,24000
"1472","Color","Curtis Hanson",173,107,161,549,"Rip Torn",21000,19389454,"Comedy|Drama","Robert Downey Jr.","Wonder Boys ",54643,22974,"Richard Thomas",5,"based on novel|college girl|midlife crisis|pittsburgh pennsylvania|professor","http://www.imdb.com/title/tt0185014/?ref_=fn_tt_tt_1",335,"English","USA","R",5.5e+07,2000,826,7.4,2.35,0
"3036","Color","Oliver Parker",56,100,32,621,"Rupert Everett",785,NA,"Comedy","Lily Cole","St. Trinian's ",18220,3135,"Tamsin Egerton",5,"2000s|female protagonist|reward|school|st trinian's","http://www.imdb.com/title/tt0964587/?ref_=fn_tt_tt_1",102,"English","UK","PG-13",13500000,2007,692,5.8,1.85,0
"3179","Color","François Girard",94,130,63,2,"Clotilde Mollet",24,9473382,"Drama|Music|Mystery|Romance","Johannes Silberschneider","The Red Violin ",26832,29,"Carlo Cecchi",3,"auction|montreal|secret|violin|violinist","http://www.imdb.com/title/tt0120802/?ref_=fn_tt_tt_1",247,"French","Canada","R",1e+07,1998,3,7.7,1.85,0
"2558","Color","Sheldon Lettich",40,110,23,51,"Alonna Shaw",633,30102717,"Action|Crime","Bolo Yeung","Double Impact ",28736,874,"Kamel Krifa",2,"boat|hong kong|murder|tunnel|twins","http://www.imdb.com/title/tt0101764/?ref_=fn_tt_tt_1",72,"English","USA","R",1.5e+07,1991,67,5.5,1.85,0
"2025","Color","Jonathan Lynn",129,98,36,900,"Matthew Perry",13000,57262492,"Comedy|Crime","Bruce Willis","The Whole Nine Yards ",90374,17582,"Natasha Henstridge",4,"adultery|black humor|dentist|hitman|sex in bed","http://www.imdb.com/title/tt0190138/?ref_=fn_tt_tt_1",318,"English","USA","R",2.4e+07,2000,2000,6.7,1.85,0
"4752","Color","Quentin Dupieux",230,82,248,196,"Jack Plotnick",353,98017,"Comedy|Fantasy|Horror","Haley Ramm","Rubber ",26185,1498,"Cecelia Antoinette",0,"desert|dump|show|spectator|tire","http://www.imdb.com/title/tt1612774/?ref_=fn_tt_tt_1",170,"English","France","R",5e+05,2010,248,5.8,1.85,46000
"4188","Color","Leslie Small",26,75,15,36,"La'Princess Jackson",1000,32230907,"Comedy|Documentary","David Jason Perez","Kevin Hart: Let Me Explain ",6062,1385,"Dana Hanna",0,"lying|montreal|reference to twitter|reference to youtube|toronto","http://www.imdb.com/title/tt2609912/?ref_=fn_tt_tt_1",30,"English","USA","R",2500000,2013,309,6.7,1.85,0
"3871","Color","Raja Menon",39,130,6,12,"Sameer Ali Khan",85,NA,"Action|Drama|History|Thriller|War","Nimrat Kaur","Airlift ",30977,151,"Purab Kohli",1,"1990s|businessman|evacuation|historical fiction|kuwait","http://www.imdb.com/title/tt4387040/?ref_=fn_tt_tt_1",178,"Hindi","India","",4400000,2016,26,8.5,2.35,10000
"4072","Color","Alfred Hitchcock",64,128,13000,14,"Lila Kedrova",18,NA,"Thriller","Tamara Toumanova","Torn Curtain ",18656,70,"David Opatoshu",1,"defection|east germany|germany|iron curtain|scientist","http://www.imdb.com/title/tt0061107/?ref_=fn_tt_tt_1",137,"English","USA","Approved",6e+06,1966,16,6.7,1.85,933
"4328","Color","",19,30,NA,424,"Tim Daly",685,NA,"Comedy|Drama","Steven Weber","Wings             ",7646,1884,"Amy Yasbeck",5,"1990s|brother brother relationship|nantucket island|one word title|sister sister relationship","http://www.imdb.com/title/tt0098948/?ref_=fn_tt_tt_1",56,"English","USA","",NA,NA,511,7.3,1.33,1000
"4290"," Black and White","David Sington",107,100,90,65,"Buzz Aldrin",168,1134049,"Documentary|History","John F. Kennedy","In the Shadow of the Moon ",5475,408,"Neil Armstrong",0,"1960s|astronaut|moon|nasa|spacecraft accident","http://www.imdb.com/title/tt0925248/?ref_=fn_tt_tt_1",44,"English","UK","PG",2e+06,2007,142,8.1,1.85,0
"2562","Color","Peter Flinth",34,270,5,292,"Michael Nyqvist",908,NA,"Action|Adventure|Drama|Romance|War","Gustaf Skarsgård","Arn: The Knight Templar ",18041,2762,"Vincent Perez",1,"first part|holy land|knight templar|monastery|sword and shield","http://www.imdb.com/title/tt0837106/?ref_=fn_tt_tt_1",54,"Swedish","Sweden","",2.5e+07,2007,690,6.6,2.35,0
"2711","Color","Dan Curtis",NA,99,45,224,"Campbell Scott",1000,NA,"Fantasy|Romance","Jennifer Jason Leigh","The Love Letter ",1465,2166,"Estelle Parsons",1,"antique|desk|letter|love|time travel","http://www.imdb.com/title/tt0140340/?ref_=fn_tt_tt_1",56,"English","USA","Unrated",NA,1998,393,7.4,1.33,515
"2557","Color","Dennie Gordon",78,91,29,459,"Erik Per Sullivan",861,27087695,"Adventure|Comedy|Drama","Brittany Daniel","Joe Dirt ",41664,2543,"Fred Ward",0,"first part|grand canyon|highway travel|indian|janitor","http://www.imdb.com/title/tt0245686/?ref_=fn_tt_tt_1",205,"English","USA","PG-13",17700000,2001,593,5.9,1.85,0
"4715","Color","Johanna Schwartz",22,105,0,0,"Garba Touré",0,NA,"Documentary","Aliou Touré","They Will Have to Kill Us First ",74,0,"Khaira Arby",3,"","http://www.imdb.com/title/tt4333662/?ref_=fn_tt_tt_1",2,"French","UK","",4e+05,2015,0,7.7,NA,34
"1689","Color","Edward Zwick",219,112,380,2000,"Anne Hathaway",15000,32357532,"Comedy|Drama|Romance","Jake Gyllenhaal","Love & Other Drugs ",143368,31278,"Judy Greer",0,"female nudity|male objectification|pfizer|viagra|zoloft","http://www.imdb.com/title/tt0758752/?ref_=fn_tt_tt_1",215,"English","USA","R",3e+07,2010,11000,6.7,1.85,24000
"324","Color","Steve Martino",208,88,20,36,"Venus Schultheis",144,130174897,"Adventure|Animation|Comedy|Family","Francesca Capaldi","The Peanuts Movie ",27918,309,"Bill Melendez",0,"dog|girl|imagination|peanuts|red hair","http://www.imdb.com/title/tt2452042/?ref_=fn_tt_tt_1",155,"English","USA","G",9.9e+07,2015,42,7.2,1.85,33000
"1745"," Black and White","Lawrence Kasdan",65,112,759,933,"Alfre Woodard",11000,4554569,"Comedy|Drama","Zooey Deschanel","Mumford ",8134,17873,"Mary McDonnell",4,"college|drugs|patient|psychologist|secret","http://www.imdb.com/title/tt0140397/?ref_=fn_tt_tt_1",123,"English","USA","R",2.8e+07,1999,1000,6.9,2.35,209
"380","Color","Jan de Bont",157,117,101,3000,"Angelina Jolie Pitt",18000,65653758,"Action|Adventure|Fantasy","Gerard Butler","Lara Croft Tomb Raider: The Cradle of Life ",102747,33154,"Djimon Hounsou",1,"duology|female hero|female lead|orb|pandora's box","http://www.imdb.com/title/tt0325703/?ref_=fn_tt_tt_1",316,"English","USA","PG-13",9.5e+07,2003,11000,5.5,2.35,0
"3054","Color","Bill Paxton",161,100,0,303,"Powers Boothe",11000,13103828,"Crime|Drama|Thriller","Matthew McConaughey","Frailty ",59982,12237,"Matt O'Leary",0,"demon|fbi|fbi agent|murder|religious fanatic","http://www.imdb.com/title/tt0264616/?ref_=fn_tt_tt_1",463,"English","USA","R",1.1e+07,2001,472,7.3,1.85,5000
"3320","Color","Meiert Avis",41,97,0,230,"Kip Pardue",922,1046166,"Comedy|Music|Romance","Fisher Stevens","Undiscovered ",2599,1835,"Perrey Reeves",4,"bare chested male|box office flop|diner|german shepherd|one word title","http://www.imdb.com/title/tt0434424/?ref_=fn_tt_tt_1",45,"English","Germany","PG-13",9e+06,2005,374,4.2,2.35,128
"2565","Color","Peter Kosminsky",103,109,7,450,"Cole Hauser",835,16346122,"Drama","Patrick Fugit","White Oleander ",25549,2572,"Marc Donato",0,"california|foster home|love|oleander|prison","http://www.imdb.com/title/tt0283139/?ref_=fn_tt_tt_1",171,"English","USA","PG-13",1.6e+07,2002,787,7.2,1.85,0
"1981","Color","Ron Maxwell",22,271,33,251,"William Morgan Sheppard",854,10769960,"Drama|History|War","Tom Berenger","Gettysburg ",21940,2107,"James Patrick Stuart",0,"american civil war|battle|blood splatter|civil war|irish american","http://www.imdb.com/title/tt0107007/?ref_=fn_tt_tt_1",256,"English","USA","PG",2.5e+07,1993,702,7.7,1.85,0
"1410","Color","Robert Wise",134,143,338,643,"Nichelle Nichols",12000,82300000,"Adventure|Mystery|Sci-Fi","Leonard Nimoy","Star Trek: The Motion Picture ",63330,16007,"Walter Koenig",2,"alien|space|space station|spacecraft|warp speed","http://www.imdb.com/title/tt0079945/?ref_=fn_tt_tt_1",405,"English","USA","PG",3.5e+07,1979,664,6.4,2.35,0
"4546","Color","William Brent Bell",225,83,19,128,"Claudiu Trandafir",403,53245055,"Horror","Fernanda Andrade","The Devil Inside ",30570,988,"Brian Johnson",0,"critically bashed|demonic possession|exorcism|exorcist|found footage","http://www.imdb.com/title/tt1560985/?ref_=fn_tt_tt_1",290,"English","USA","R",1e+06,2012,169,4.2,1.85,12000
"2688","Color","Douglas Aarniokoski",90,101,36,377,"Adrian Paul",1000,12801190,"Action|Adventure|Fantasy|Sci-Fi","Christopher Lambert","Highlander: Endgame ",16340,2764,"Adam Copeland",1,"battle|explosion|immortal|revenge|sequel to cult film","http://www.imdb.com/title/tt0144964/?ref_=fn_tt_tt_1",355,"English","USA","R",1.5e+07,2000,786,4.6,2.35,356
"4015","Color","Avi Nesher",5,104,6,467,"Elizabeth Berkley",922,NA,"Action|Comedy|Crime|Thriller","Fisher Stevens","Taxman ",372,2406,"Robert Townsend",6,"bar|box office flop|dance|one word title|voice over narration","http://www.imdb.com/title/tt0138862/?ref_=fn_tt_tt_1",20,"English","USA","R",1e+06,1998,893,5.5,1.37,18
"502","Color","Breck Eisner",202,106,42,612,"Joseph Gilgun",14000,27356090,"Action|Adventure|Fantasy","Vin Diesel","The Last Witch Hunter ",58752,16922,"Lotte Verbeek",0,"box office flop|burned to death|magic|witch|witch hunter","http://www.imdb.com/title/tt1618442/?ref_=fn_tt_tt_1",117,"English","USA","PG-13",9e+07,2015,788,6,2.35,21000
"3255","Color","Jim Issa",4,84,5,482,"Luke Perry",670,NA,"Comedy","Elaine Hendrix","Good Intentions ",553,2739,"Jon Gries",5,"","http://www.imdb.com/title/tt1070781/?ref_=fn_tt_tt_1",3,"English","USA","PG-13",1e+07,2010,608,5.2,NA,119
"1122","Color","Susan Stroman",168,134,38,2000,"Will Ferrell",11000,19377727,"Comedy|Musical","Jon Lovitz","The Producers ",35140,24351,"Matthew Broderick",3,"accountant|money|opening night|scheme|swedish","http://www.imdb.com/title/tt0395251/?ref_=fn_tt_tt_1",409,"English","USA","PG-13",4.5e+07,2005,8000,6.4,2.35,0
"3946","Color","Barry Levinson",34,103,272,70,"Brían F. O'Byrne",736,75078,"Comedy","Anna Friel","An Everlasting Piece ",1398,1403,"Pauline McLynn",4,"alopecia|belfast northern ireland|ireland|irish republican army|scalper","http://www.imdb.com/title/tt0218182/?ref_=fn_tt_tt_1",26,"English","USA","R",1.4e+07,2000,450,6.3,1.85,132
"1158","Color","John Hamburg",108,90,29,650,"Masi Oka",22000,87856565,"Comedy|Romance","Philip Seymour Hoffman","Along Came Polly ",106909,24534,"Debra Messing",1,"bride|friend|honeymoon|insurance|insurance company","http://www.imdb.com/title/tt0343135/?ref_=fn_tt_tt_1",268,"English","USA","PG-13",4.2e+07,2004,923,5.9,1.85,0
"722","Color","Steve Carr",81,92,41,522,"Lisa Edelstein",1000,104148781,"Comedy|Family","Anjelica Huston","Daddy Day Care ",49486,4050,"Jeff Garlin",1,"bloopers during credits|breakfast cereal|department store ride|face painting|sponge bob square pants slippers","http://www.imdb.com/title/tt0317303/?ref_=fn_tt_tt_1",116,"English","USA","PG",6e+07,2003,955,5.5,1.85,886
"2092","Color","Jessie Nelson",129,132,24,506,"Loretta Devine",967,40270895,"Drama","Dianne Wiest","I Am Sam ",121937,3152,"Richard Schiff",0,"child custody|custody battle|disability|mentally impaired man|single father","http://www.imdb.com/title/tt0277027/?ref_=fn_tt_tt_1",431,"English","USA","PG-13",2.2e+07,2001,912,7.6,1.85,15000
"802","Color","Harald Zwart",212,130,91,1000,"Kevin Zegers",5000,31165421,"Fantasy|Horror|Mystery|Romance","Aidan Turner","The Mortal Instruments: City of Bones ",107028,10247,"CCH Pounder",3,"battle|demon|magic|secret|warrior","http://www.imdb.com/title/tt1538403/?ref_=fn_tt_tt_1",457,"English","USA","PG-13",6e+07,2013,2000,6,2.35,44000
"3909","Color","Tim Burton",230,119,13000,567,"Estella Warren",1000,180011740,"Action|Adventure|Sci-Fi|Thriller","Cary-Hiroyuki Tagawa","Planet of the Apes ",177729,2776,"Erick Avari",0,"astronaut|cage|planet|wilhelm scream|year 2029","http://www.imdb.com/title/tt0133152/?ref_=fn_tt_tt_1",1368,"English","USA","PG-13",1e+08,2001,658,5.7,2.35,0
"192","Color","Chris Miller",246,90,50,397,"Constance Marie",4000,149234747,"Action|Adventure|Animation|Comedy|Family|Fantasy","Salma Hayek","Puss in Boots ",114287,5046,"Amy Sedaris",0,"betrayal|egg|friend|goose|hero","http://www.imdb.com/title/tt0448694/?ref_=fn_tt_tt_1",137,"English","USA","PG",1.3e+08,2011,442,6.7,2.35,16000
"4771","Color","Jack Heller",26,90,0,120,"Katherine Waterston",322,NA,"Mystery|Thriller","Shaun Sipos","Enter Nowhere ",5025,630,"Christopher Denham",3,"cabin|going in circles|pac man|stranger|woods","http://www.imdb.com/title/tt1631707/?ref_=fn_tt_tt_1",45,"English","USA","R",5e+05,2011,178,6.6,NA,701
"3710","Color","Rachel Talalay",91,93,54,581,"Tom Arnold",40000,34872293,"Comedy|Fantasy|Horror|Thriller","Johnny Depp","Freddy's Dead: The Final Nightmare ",30765,42002,"Yaphet Kotto",0,"dark comedy|dream|freddy krueger|nightmare|serial murder","http://www.imdb.com/title/tt0101917/?ref_=fn_tt_tt_1",252,"English","USA","R",8500000,1991,618,4.9,1.85,963
"2485","Color","Matt Dillon",38,116,0,50,"Shawn Andrews",109,325491,"Crime|Drama|Thriller","Kirk Fox","City of Ghosts ",4387,245,"Rob Campbell",0,"bag over head|buddhist temple|loss of friend|male bonding|nightclub","http://www.imdb.com/title/tt0164003/?ref_=fn_tt_tt_1",67,"English","USA","R",17500000,2002,67,6,1.85,204
"707","Color","Quentin Tarantino",596,187,16000,1000,"Jennifer Jason Leigh",46000,54116191,"Crime|Drama|Mystery|Thriller|Western","Craig Stark","The Hateful Eight ",272839,49912,"Zoë Bell",1,"blizzard|blood vomiting|bounty hunter|murder|shot in the crotch","http://www.imdb.com/title/tt3460252/?ref_=fn_tt_tt_1",1018,"English","USA","R",4.4e+07,2015,1000,7.9,2.76,114000
"1132","Color","Barry Sonnenfeld",87,74,188,865,"Janeane Garofalo",11000,7262288,"Comedy|Crime|Thriller","Zooey Deschanel","Big Trouble ",17307,13917,"Omar Epps",2,"airport|fbi agent|person in a car trunk|suitcase|suitcase bomb","http://www.imdb.com/title/tt0246464/?ref_=fn_tt_tt_1",186,"English","USA","PG-13",4e+07,2002,1000,6.5,1.85,892
"1830","Color","Barry Levinson",137,104,272,17000,"Robin Wright",22000,1089365,"Comedy|Drama","Robert De Niro","What Just Happened ",23767,71973,"Kristen Stewart",1,"actor|agent|beard|cannes|hollywood","http://www.imdb.com/title/tt0486674/?ref_=fn_tt_tt_1",111,"English","USA","R",2.5e+07,2008,18000,5.7,2.35,845
"3580","Color","",10,55,NA,5,"Fortunato Cerlino",18,NA,"Crime|Drama|Thriller","Maria Pia Calzone","Gomorrah             ",9638,39,"Marco D'Amore",5,"","http://www.imdb.com/title/tt2049116/?ref_=fn_tt_tt_1",25,"Italian","Italy","TV-MA",NA,NA,9,8.7,1.85,0
"4694","Color","Emily Dell",8,88,0,311,"Wesley Jonathan",618,NA,"Drama|Music|Romance","Aimee Garcia","B-Girl ",551,2476,"Drew Sidora",0,"brooklyn new york city|los angeles california|teacher|trauma|violence","http://www.imdb.com/title/tt0964179/?ref_=fn_tt_tt_1",10,"English","USA","PG-13",NA,2009,592,4,NA,303
"2332","Color","James Gray",93,115,115,977,"Ellen Burstyn",9000,882710,"Crime|Drama|Romance|Thriller","Charlize Theron","The Yards ",16215,11433,"Faye Dunaway",2,"best friend|corruption|fall to death|female nudity|friend","http://www.imdb.com/title/tt0138946/?ref_=fn_tt_tt_1",138,"English","USA","R",2.4e+07,2000,1000,6.4,2.35,401
"507","Color","Paul W.S. Anderson",272,105,545,74,"Currie Graham",795,23219748,"Action|Adventure|Drama|History|Romance","Sasha Roiz","Pompeii ",84508,1099,"Dylan Schombing",0,"arena|lava bomb|mount vesuvius|pompeii|slave","http://www.imdb.com/title/tt1921064/?ref_=fn_tt_tt_1",308,"English","Canada","PG-13",8e+07,2014,172,5.6,2.35,20000
"3477","Color","Baz Luhrmann",490,143,1000,76,"Elizabeth Debicki",29000,144812796,"Drama|Romance","Leonardo DiCaprio","The Great Gatsby ",362933,29769,"Steve Bisley",4,"ingratitude|mansion|party|title appears in writing|tragedy","http://www.imdb.com/title/tt1343092/?ref_=fn_tt_tt_1",753,"English","Australia","PG-13",1.05e+08,2013,509,7.3,2.35,115000
"3112","Color","Mark L. Lester",124,75,73,581,"Vernon Wells",1000,NA,"Action|Adventure|Thriller","Bill Duke","Commando ",111649,3192,"Rae Dawn Chong",0,"body count|dictator|jumping from an airplane|knife fight|one man army","http://www.imdb.com/title/tt0088944/?ref_=fn_tt_tt_1",437,"English","USA","R",1e+07,1985,745,6.7,1.85,0
